A,B,C,D,E,F,G,J,K,price
111.93,D,H,3,7539.9,8241.0,767.52,102,1748,347475
86.1,C,E,4,7035.6,7257.0,730.62,-82,654,347598
110.7,B,I,3,7650.6,7257.0,751.5300000000001,3,1384,347598
86.1,B,E,4,7650.6,7134.0,696.1800000000001,44,1129,347598
86.1,D,D,10,7785.9,6888.0,688.8,-83,1855,347598
86.1,B,E,4,7306.2,7503.0,710.94,13,649,347598
95.94,B,F,5,7478.4,7380.0,734.31,-75,80,347598
118.08,A,F,41,7466.1,6765.0,788.4300000000001,49,835,347598
86.1,D,D,5,7662.9,7257.0,697.41,-27,1031,347721
86.1,A,H,22,7662.9,6765.0,696.1800000000001,-69,652,347721
72.57,A,E,22,7626.0,6888.0,659.2800000000001,125,1176,347967
88.56,A,F,4,7589.1,7011.0,709.7099999999999,106,1410,347967
98.4,B,E,3,7404.6,7011.0,744.15,-48,1783,347967
87.33,D,E,10,7712.1,7257.0,694.95,-1,499,348090
65.19,A,F,22,7490.7,7011.0,643.2900000000001,69,428,348090
65.19,A,F,22,7601.4,7011.0,634.6800000000001,155,1286,348090
98.4,A,I,10,7638.3,6691.2,730.62,59,1016,348090
110.7,B,G,5,7453.8,7626.0,763.83,110,900,348090
93.48,D,E,3,7478.4,7380.0,724.4699999999999,58,182,348213
88.56,A,E,5,7662.9,7011.0,701.1,-40,1649,348213
92.25,A,E,5,7552.2,7011.0,715.86,61,1438,348213
88.56,D,F,10,7687.5,7134.0,702.33,-58,1164,348336
111.93,D,I,3,7724.4,7503.0,756.45,102,1238,348336
87.33,B,G,9,7638.3,7011.0,707.25,25,435,348336
100.86,A,H,5,7687.5,7011.0,726.9300000000001,-5,1538,348336
87.33,B,F,4,7650.6,7134.0,703.56,114,133,348336
110.7,C,J,5,7908.9,7749.0,744.15,-89,1464,348336
98.4,D,I,10,7626.0,7134.0,720.7800000000001,49,1522,348459
68.88000000000001,D,E,19,7503.0,7257.0,649.44,151,87,348459
86.1,D,D,10,7330.8,7503.0,709.7099999999999,-79,1205,348459
86.1,A,D,10,7503.0,7011.0,706.02,-32,396,348459
75.03,A,F,9,7589.1,6765.0,670.35,-12,1807,348459
86.1,A,F,5,7466.1,7011.0,704.7900000000001,57,1761,348459
98.4,A,H,10,7724.4,7011.0,726.9300000000001,59,142,348582
65.19,A,F,22,7552.2,7011.0,639.6,129,986,348582
95.94,A,I,10,7601.4,6765.0,728.16,1,680,348582
110.7,D,G,3,8031.9,7257.0,746.61,94,674,348582
89.78999999999999,A,F,4,7527.6,6888.0,724.4699999999999,85,965,348705
88.56,A,E,10,7724.4,7011.0,702.33,-76,677,348705
88.56,A,E,5,7503.0,7011.0,710.94,-50,1135,348705
92.25,B,F,10,7330.8,7257.0,742.92,71,1086,348705
100.86,D,H,5,7466.1,6888.0,742.92,122,383,348828
87.33,C,E,10,7724.4,7380.0,688.8,131,1142,348828
86.1,B,E,4,7699.8,7257.0,699.87,73,1424,348951
86.1,A,E,4,7601.4,6888.0,706.02,-41,311,348951
87.33,A,F,5,7355.4,6519.0,720.7800000000001,151,1039,349074
100.86,D,F,5,7982.700000000001,7134.0,717.09,98,849,349074
88.56,B,F,4,7232.4,7380.0,726.9300000000001,48,790,349074
86.1,B,F,10,7589.1,7134.0,699.87,46,899,349074
86.1,B,G,4,7699.8,6765.0,704.7900000000001,-24,1145,349074
86.1,B,F,10,7306.2,7503.0,717.09,37,875,349074
86.1,D,E,5,7810.5,7257.0,680.19,-19,1146,349074
86.1,B,F,10,7318.5,7134.0,719.55,95,1047,349074
86.1,B,G,4,7749.0,7380.0,693.7199999999999,-77,911,349074
91.02,D,E,5,7380.0,7011.0,719.55,-11,682,349197
87.33,A,F,4,7564.5,7011.0,706.02,-16,290,349197
86.1,A,F,4,7576.8,6642.0,707.25,-45,1621,349197
87.33,A,F,4,7638.3,6765.0,715.86,-58,654,349197
87.33,B,F,4,7269.3,7503.0,718.3199999999999,154,1494,349197
87.33,B,F,4,7257.0,7380.0,715.86,54,1713,349197
87.33,B,F,4,7441.5,7134.0,707.25,115,1610,349197
86.1,A,F,4,7675.2,6519.0,704.7900000000001,-4,591,349197
89.78999999999999,A,G,10,7601.4,6642.0,713.4,-75,1208,349197
86.1,A,G,4,7539.9,7011.0,702.33,127,1503,349197
87.33,B,G,9,7416.9,7134.0,715.86,-51,1008,349197
87.33,B,F,4,7281.6,7134.0,722.01,75,827,349197
97.17,B,G,10,7293.9,7626.0,749.0699999999999,146,499,349197
87.33,B,F,4,7712.1,7257.0,701.1,61,284,349197
94.71000000000001,D,H,4,7503.0,7380.0,725.7,119,713,349320
86.1,A,F,5,7503.0,6888.0,707.25,-56,598,349320
113.16000000000001,A,D,3,7613.7,6888.0,771.2099999999999,-56,1426,349320
86.1,B,H,22,7281.6,7380.0,722.01,6,1469,349320
89.78999999999999,B,F,10,7416.9,7257.0,725.7,82,1349,349443
87.33,D,D,4,7798.2,6765.0,699.87,29,435,349443
100.86,A,F,3,7589.1,6519.0,738.0,89,430,349443
100.86,A,F,3,7662.9,6888.0,733.08,-68,1155,349443
100.86,D,F,3,7343.1,7011.0,752.76,27,1127,349443
63.96,A,F,22,7527.6,6888.0,638.37,46,1329,349443
123.0,B,F,41,7244.7,7380.0,811.8,-40,1285,349443
89.78999999999999,A,D,5,7552.2,7011.0,708.48,31,502,349443
89.78999999999999,B,F,10,7367.7,7257.0,722.01,62,296,349443
89.78999999999999,B,G,4,7552.2,7134.0,715.86,-6,1241,349443
98.4,A,I,4,7699.8,6642.0,728.16,145,1565,349566
86.1,B,F,10,7220.1,7503.0,713.4,48,945,349566
86.1,D,E,10,7404.6,7626.0,702.33,-72,277,349689
86.1,D,E,10,7712.1,7134.0,694.95,125,1772,349689
87.33,D,E,10,7306.2,7134.0,708.48,55,1054,349689
87.33,D,D,5,7564.5,7134.0,704.7900000000001,-88,1170,349689
89.78999999999999,A,G,9,7539.9,7011.0,714.63,155,472,349689
89.78999999999999,D,F,4,7601.4,7257.0,704.7900000000001,113,200,349689
88.56,A,E,10,7626.0,7011.0,702.33,81,1101,349689
99.63000000000001,A,F,3,7638.3,7011.0,726.9300000000001,138,1054,349689
87.33,A,G,9,7466.1,7011.0,714.63,68,1278,349689
86.1,D,E,4,7626.0,7257.0,694.95,-33,1318,349812
124.23,A,I,41,7564.5,7011.0,793.35,55,855,349812
124.23,C,I,41,7761.3,7011.0,781.05,21,1600,349812
97.17,A,H,10,7687.5,7011.0,726.9300000000001,101,1660,349812
86.1,D,E,10,7601.4,7257.0,694.95,-48,116,349935
86.1,D,E,10,7244.7,7380.0,717.09,123,1326,349935
98.4,C,H,10,7798.2,7380.0,728.16,-43,166,349935
156.21,B,H,3,7293.9,7503.0,875.76,87,266,349935
89.78999999999999,A,H,9,7576.8,6888.0,712.17,-86,1538,350058
124.23,D,H,3,8044.200000000001,7257.0,774.9,-4,1078,350058
124.23,C,H,41,7896.6,7503.0,768.75,-11,1480,350058
89.78999999999999,A,E,5,7269.3,7257.0,728.16,91,773,350058
86.1,A,E,5,7576.8,7011.0,702.33,48,1191,350058
86.1,C,F,10,7269.3,7503.0,708.48,-67,1002,350058
94.71000000000001,B,G,10,7539.9,7380.0,726.9300000000001,11,655,350058
103.32,D,H,5,7527.6,7011.0,750.3,-50,1672,350181
88.56,A,E,5,7416.9,7011.0,717.09,-83,1329,350181
93.48,B,D,5,7515.3,7257.0,729.39,-50,240,350181
86.1,D,G,9,7736.7,7257.0,690.0300000000001,-19,1324,350304
66.42,A,D,9,7564.5,6765.0,645.75,-55,845,350304
92.25,D,D,3,7945.799999999999,7011.0,706.02,-28,716,350304
97.17,C,E,5,7884.299999999999,6642.0,720.7800000000001,-41,1740,350427
91.02,D,E,4,7761.3,7134.0,707.25,100,1041,350427
86.1,D,E,10,7503.0,7380.0,706.02,58,569,350550
86.1,A,F,10,7478.4,7257.0,699.87,-64,608,350550
92.25,A,J,5,7564.5,6888.0,717.09,-54,1542,350550
147.6,D,H,41,7761.3,7380.0,830.25,-55,139,350550
98.4,D,F,5,7798.2,7011.0,724.4699999999999,55,1469,350673
81.18,A,D,4,7638.3,6888.0,681.42,136,1125,350673
107.01,D,F,3,7503.0,7749.0,765.06,105,1553,350673
105.78,B,H,5,7712.1,7257.0,742.92,121,846,350673
91.02,A,F,5,7503.0,7011.0,719.55,154,621,350673
91.02,A,G,5,7539.9,6765.0,719.55,133,932,350796
89.78999999999999,A,E,5,7712.1,6765.0,701.1,82,1505,350796
111.93,D,I,5,7810.5,7011.0,752.76,-54,1540,350796
87.33,B,F,10,7699.8,7134.0,697.41,-35,1804,350919
87.33,C,G,4,7810.5,6765.0,693.7199999999999,0,1028,350919
97.17,B,D,3,7380.0,7380.0,746.61,-34,445,350919
87.33,B,E,5,7712.1,7134.0,704.7900000000001,135,1501,350919
100.86,B,I,4,7613.7,7134.0,736.77,105,795,350919
95.94,D,H,4,7613.7,7023.3,722.01,-89,239,351042
86.1,D,E,4,7675.2,6888.0,693.7199999999999,135,1555,351042
137.76000000000002,B,H,41,7269.3,7503.0,833.94,77,1553,351042
111.93,D,J,10,7921.200000000001,7626.0,745.38,120,1048,351042
111.93,D,J,10,8044.200000000001,7380.0,742.92,140,178,351042
111.93,C,J,10,7896.6,7134.0,752.76,115,495,351042
111.93,D,H,5,8093.4,7134.0,742.92,112,269,351042
86.1,B,E,4,7183.2,7257.0,726.9300000000001,-72,1236,351042
83.64,B,F,9,7589.1,7011.0,697.41,54,697,351042
89.78999999999999,D,F,10,7687.5,7011.0,701.1,152,636,351165
126.69,C,J,5,7822.8,7011.0,784.74,-13,75,351165
91.02,B,D,10,7675.2,7011.0,713.4,-12,1109,351165
120.53999999999999,D,E,3,6555.9,8241.0,838.86,-61,1453,351165
123.0,D,G,3,8339.4,7503.0,733.08,-85,1585,351288
125.46000000000001,A,H,3,7576.8,6765.0,798.27,-86,1129,351288
73.8,A,F,9,7478.4,7011.0,669.12,-9,149,351288
123.0,D,I,5,8351.7,7626.0,761.37,133,106,351288
31.98,A,E,4,7662.9,7011.0,498.15,-52,1318,68388
31.98,A,E,4,7638.3,6888.0,503.07,69,172,68388
41.82,C,G,10,7072.5,7503.0,565.8,-63,813,68388
41.82,C,E,5,7785.9,7011.0,546.12,-59,718,68388
41.82,C,E,5,7810.5,6765.0,546.12,23,177,68388
41.82,C,E,5,7798.2,6765.0,546.12,46,1141,68388
41.82,D,G,10,7330.8,7626.0,558.42,-11,1789,68388
41.82,A,E,5,7650.6,6642.0,549.81,70,421,68388
39.36,C,E,10,7884.299999999999,6642.0,533.8199999999999,-4,193,68388
38.13,A,I,22,7576.8,6765.0,536.2800000000001,-50,371,68511
38.13,A,I,22,7539.9,6888.0,536.2800000000001,21,1753,68511
38.13,A,I,22,7662.9,6642.0,537.51,76,1854,68511
38.13,A,I,22,7626.0,6642.0,537.51,52,1836,68511
38.13,A,I,22,7712.1,6519.0,532.59,-78,1840,68511
38.13,A,I,22,7650.6,6519.0,536.2800000000001,-80,1289,68511
38.13,A,G,10,7650.6,6592.8,531.36,59,316,68511
38.13,A,H,4,7576.8,6740.4,535.05,154,1601,68511
38.13,A,H,4,7601.4,6666.6,532.59,41,873,68511
40.59,B,G,3,7306.2,7257.0,555.9599999999999,107,234,68511
40.59,B,G,3,7699.8,7134.0,543.66,95,1148,68511
40.59,A,G,3,7613.7,6888.0,547.35,26,700,68511
40.59,B,F,3,7749.0,7134.0,543.66,154,1174,68511
40.59,B,J,4,7564.5,7503.0,548.58,138,324,68511
40.59,A,J,4,7638.3,6765.0,546.12,150,816,68511
40.59,A,I,5,7749.0,7011.0,539.9699999999999,-2,1440,68511
40.59,B,I,5,7429.2,7257.0,558.42,-67,1716,68511
123.0,D,H,3,8130.299999999999,6888.0,763.83,92,356,351288
94.71000000000001,B,F,5,7503.0,7134.0,730.62,-28,1674,351288
86.1,C,E,9,7392.3,7749.0,698.64,-82,454,351411
88.56,A,E,5,7662.9,7011.0,708.48,34,1296,351411
110.7,B,I,10,7613.7,7257.0,762.6,150,461,351411
88.56,B,E,5,7638.3,7134.0,708.48,58,1204,351411
86.1,A,G,9,7638.3,6888.0,692.49,-1,604,351534
99.63000000000001,D,F,5,7539.9,7011.0,740.4599999999999,52,513,351534
99.63000000000001,D,F,5,7589.1,7011.0,738.0,74,413,351534
87.33,B,E,10,7503.0,7380.0,708.48,36,1337,351534
86.1,B,E,10,7552.2,7257.0,704.7900000000001,-45,680,351534
87.33,B,E,10,7564.5,7380.0,708.48,-3,1229,351534
87.33,D,E,10,7810.5,7257.0,698.64,44,1066,351534
93.48,A,E,5,7712.1,6642.0,723.24,-17,125,351534
89.78999999999999,A,D,5,7564.5,6888.0,718.3199999999999,-14,1402,351534
86.1,C,E,9,7822.8,7626.0,690.0300000000001,150,1840,351534
87.33,D,D,10,6998.7,7995.0,724.4699999999999,-49,143,351534
86.1,A,D,10,7503.0,7011.0,708.48,-52,774,351657
86.1,B,D,10,7675.2,6888.0,703.56,81,807,351657
94.71000000000001,B,F,4,7490.7,7380.0,726.9300000000001,47,165,351657
87.33,A,G,4,7564.5,6888.0,706.02,-39,1412,351657
86.1,B,D,10,7330.8,7503.0,713.4,61,349,351657
92.25,D,F,4,6863.4,8610.0,749.0699999999999,35,905,351657
102.08999999999999,B,E,3,7281.6,7380.0,758.91,39,1254,351657
110.7,D,J,3,7822.8,7134.0,746.61,142,824,351780
73.8,A,E,9,7613.7,6752.7,665.4300000000001,77,1031,351780
87.33,B,D,4,7736.7,7011.0,696.1800000000001,-58,1484,351780
65.19,A,F,22,7552.2,7011.0,643.2900000000001,31,957,351780
87.33,B,D,5,7466.1,7134.0,731.85,14,452,351903
76.26,A,G,9,7576.8,6888.0,670.35,-30,126,351903
76.26,A,G,9,7576.8,6888.0,674.0400000000001,131,97,351903
76.26,D,F,19,7392.3,7503.0,680.19,101,758,351903
81.18,B,D,4,7503.0,7134.0,697.41,-38,1100,351903
86.1,D,D,5,7687.5,6765.0,697.41,119,880,352026
98.4,D,F,5,7699.8,7134.0,725.7,-37,495,352026
98.4,D,D,3,7687.5,7257.0,723.24,96,990,352026
97.17,B,F,5,7662.9,6642.0,734.31,159,828,352026
87.33,D,F,22,7773.6,7380.0,694.95,26,1290,352026
86.1,D,E,10,7220.1,7749.0,704.7900000000001,82,1399,352026
97.17,B,H,4,7380.0,7380.0,746.61,55,321,352026
86.1,B,E,10,7318.5,7257.0,715.86,-27,1674,352026
150.06,B,E,41,7490.7,7011.0,852.39,-63,415,352026
124.23,D,E,3,8314.8,7011.0,763.83,127,141,352026
89.78999999999999,B,E,10,7687.5,7503.0,710.94,48,1811,352026
111.93,C,I,10,7908.9,7134.0,744.15,72,811,352149
87.33,A,D,5,7478.4,6888.0,713.4,57,1778,352149
102.08999999999999,B,G,5,7662.9,7134.0,739.23,37,918,352149
103.32,B,F,3,7662.9,7257.0,745.38,64,994,352149
87.33,B,D,5,7343.1,7257.0,715.86,125,347,352149
87.33,B,D,5,7589.1,6888.0,713.4,14,1019,352149
87.33,A,D,5,7589.1,7011.0,707.25,-80,160,352149
87.33,B,D,5,7552.2,7134.0,712.17,126,966,352149
87.33,B,D,5,7453.8,7134.0,712.17,16,525,352149
111.93,B,J,5,7318.5,7626.0,787.2,40,297,352149
110.7,B,J,10,7355.4,7626.0,767.52,111,234,352149
87.33,B,E,5,7269.3,7503.0,718.3199999999999,-3,341,352149
88.56,B,E,5,7490.7,7380.0,710.94,101,1582,352149
87.33,A,E,10,7503.0,6765.0,712.17,-45,495,352149
99.63000000000001,A,E,3,7416.9,7011.0,746.61,46,285,352272
102.08999999999999,D,I,10,7576.8,7134.0,744.15,91,778,352395
68.88000000000001,D,D,22,7626.0,6888.0,645.75,114,884,352518
68.88000000000001,D,D,22,7601.4,6765.0,648.2099999999999,134,421,352518
87.33,A,E,4,7650.6,6765.0,706.02,92,1580,352518
86.1,A,H,22,7662.9,7134.0,696.1800000000001,137,375,352518
118.08,B,I,5,7539.9,7134.0,785.9699999999999,150,363,352518
87.33,D,H,22,7736.7,7011.0,697.41,107,1463,352641
86.1,A,D,10,7675.2,7011.0,698.64,9,1587,352641
87.33,A,H,22,7429.2,7011.0,710.94,11,821,352641
116.85,B,F,3,7183.2,7011.0,798.27,-7,872,352641
100.86,A,F,3,7662.9,6888.0,736.77,53,1614,352641
63.96,A,F,22,7527.6,6888.0,640.83,20,789,352641
100.86,A,F,3,7662.9,6888.0,740.4599999999999,38,778,352641
100.86,B,F,3,7343.1,7011.0,755.2199999999999,-4,647,352641
98.4,A,G,5,7539.9,7011.0,733.08,-56,923,352641
118.08,D,F,3,8388.6,7503.0,746.61,-40,85,352641
76.26,A,G,19,7441.5,7011.0,678.9599999999999,76,1605,352764
92.25,D,E,5,7761.3,6888.0,710.94,58,1201,352764
132.84,B,D,41,7613.7,7380.0,805.65,-1,983,352887
88.56,A,E,5,7478.4,6765.0,709.7099999999999,77,765,352887
76.26,A,G,19,7601.4,6888.0,667.89,36,909,352887
89.78999999999999,A,G,9,7539.9,7011.0,718.3199999999999,148,1276,352887
88.56,A,H,9,7490.7,7011.0,712.17,141,922,352887
63.96,B,F,9,7601.4,7380.0,634.6800000000001,154,1630,353010
102.08999999999999,A,E,3,7650.6,7011.0,738.0,74,525,353010
78.72,B,E,9,7638.3,7134.0,683.88,38,1770,353010
91.02,A,H,5,7638.3,6888.0,709.7099999999999,75,214,353010
88.56,A,F,5,7564.5,6888.0,703.56,-43,1175,353010
100.86,A,H,10,7318.5,7011.0,752.76,8,346,353010
89.78999999999999,B,E,4,7539.9,7257.0,714.63,64,1168,353010
127.92,B,I,41,7576.8,7503.0,795.81,85,1435,353010
89.78999999999999,D,E,5,7539.9,7134.0,708.48,-6,415,353133
89.78999999999999,C,E,5,7822.8,7011.0,701.1,149,204,353133
92.25,A,I,5,7601.4,6765.0,717.09,40,858,353133
97.17,A,G,5,7699.8,6765.0,726.9300000000001,-13,467,353133
86.1,C,D,5,7687.5,6974.1,687.5699999999999,54,675,353256
92.25,D,D,5,7466.1,6765.0,722.01,138,1165,353256
125.46000000000001,A,I,41,7589.1,6888.0,792.12,65,129,353256
86.1,D,G,3,7257.0,7626.0,712.17,-38,1755,353256
86.1,A,D,5,7601.4,6888.0,692.49,120,1138,353256
86.1,C,E,5,7552.2,7872.0,696.1800000000001,4,886,353256
86.1,A,D,5,7552.2,6642.0,702.33,143,1817,353256
86.1,A,D,5,7466.1,6888.0,703.56,-60,1090,353256
86.1,D,D,5,7404.6,7380.0,707.25,-32,1040,353256
88.56,D,E,10,7170.9,7011.0,724.4699999999999,-72,1816,353256
91.02,A,E,5,7662.9,7134.0,706.02,-5,1190,353256
103.32,C,G,5,8007.299999999999,6765.0,723.24,110,311,353256
94.71000000000001,D,E,5,7773.6,7134.0,713.4,17,1381,353379
93.48,A,E,3,7724.4,6888.0,710.94,-31,1046,353379
123.0,A,I,3,7589.1,6888.0,793.35,-84,300,353379
110.7,D,I,5,8081.1,7134.0,741.69,96,1095,353379
110.7,B,J,5,7601.4,7134.0,757.6800000000001,-82,759,353379
110.7,D,I,5,8031.9,7503.0,735.5400000000001,-79,1221,353379
110.7,D,I,5,8093.4,6888.0,739.23,100,1091,353379
110.7,B,J,5,7490.7,7503.0,769.98,39,260,353379
87.33,B,D,10,7527.6,7257.0,699.87,56,1511,353502
86.1,B,F,4,7257.0,7257.0,712.17,-77,208,353502
86.1,B,F,4,7478.4,7626.0,702.33,-53,781,353502
86.1,B,G,9,7601.4,7134.0,697.41,-70,575,353502
86.1,A,F,4,7503.0,6765.0,709.7099999999999,-61,1149,353502
86.1,A,F,4,7576.8,6765.0,707.25,-21,1310,353502
123.0,D,H,3,8327.1,7380.0,751.5300000000001,-39,352,353625
94.71000000000001,A,H,5,7675.2,6888.0,718.3199999999999,-29,511,353625
123.0,D,I,5,8154.9,7503.0,747.84,71,1317,353625
123.0,D,H,3,8548.5,6765.0,758.91,86,897,353625
89.78999999999999,B,E,4,7699.8,7380.0,698.64,-58,1371,353748
97.17,B,E,10,7453.8,6519.0,742.92,35,825,353748
91.02,A,G,10,7662.9,6765.0,713.4,96,1283,353871
86.1,C,H,22,7712.1,6888.0,688.8,16,479,353871
86.1,C,F,4,7269.3,7626.0,715.86,144,774,353871
97.17,D,F,5,7724.4,7257.0,720.7800000000001,113,543,353994
97.17,D,F,5,7712.1,7380.0,715.86,-28,135,353994
97.17,D,D,3,7343.1,7134.0,738.0,21,1662,353994
87.33,A,I,10,7564.5,6765.0,708.48,45,1194,353994
97.17,A,F,5,7724.4,6888.0,723.24,161,1806,353994
77.49,B,E,19,7416.9,7626.0,682.65,98,196,354117
86.1,B,F,4,7429.2,7380.0,704.7900000000001,-7,83,354117
87.33,B,F,4,7712.1,7134.0,702.33,120,1096,354117
103.32,A,G,3,7503.0,6888.0,753.99,77,615,354117
103.32,A,G,3,7662.9,6765.0,747.84,149,1592,354117
125.46000000000001,A,J,3,7416.9,6642.0,803.19,119,1760,354117
88.56,D,F,4,6998.7,8487.0,729.39,53,335,354117
113.16000000000001,D,J,3,7220.1,7503.0,779.8199999999999,-78,1280,354240
129.15,B,H,41,7626.0,7257.0,799.5,3,353,354363
86.1,D,H,19,7724.4,6888.0,691.26,137,1514,354486
66.42,A,F,22,7601.4,6888.0,643.2900000000001,102,1090,354486
89.78999999999999,B,F,10,7367.7,7134.0,722.01,48,1127,354486
108.24,D,F,5,6961.8,7995.0,785.9699999999999,-76,1074,354486
89.78999999999999,B,F,10,7220.1,7011.0,734.31,83,960,354486
110.7,C,H,3,7712.1,7872.0,749.0699999999999,97,754,354609
110.7,D,H,3,7995.0,7503.0,739.23,115,856,354609
126.69,D,I,3,8031.9,6765.0,777.36,79,625,354732
103.32,D,F,5,7847.4,7011.0,731.85,-76,1073,354855
124.23,B,I,5,7712.1,7380.0,782.2800000000001,1,1599,354855
94.71000000000001,A,D,3,7564.5,6765.0,725.7,-44,1812,354855
98.4,D,E,5,6924.9,7749.0,765.06,-1,1217,354855
110.7,D,D,3,8228.7,7011.0,740.4599999999999,95,1075,354855
89.78999999999999,A,E,5,7552.2,6888.0,712.17,-36,896,354978
88.56,A,E,5,7712.1,6765.0,693.7199999999999,-58,1800,354978
87.33,D,D,5,7675.2,6642.0,702.33,-86,1857,355101
86.1,B,E,4,7699.8,7257.0,696.1800000000001,95,700,355101
97.17,A,I,4,7589.1,7257.0,729.39,161,834,355224
88.56,D,G,9,7687.5,7134.0,698.64,-70,1237,355347
86.1,D,E,10,7810.5,6642.0,691.26,53,773,355347
86.1,D,F,4,7650.6,7134.0,693.7199999999999,-41,1650,355347
110.7,C,H,3,7810.5,7134.0,749.0699999999999,131,271,355347
87.33,D,F,4,7724.4,6888.0,699.87,61,1678,355347
61.5,A,E,9,7650.6,6642.0,624.84,20,1057,355347
61.5,A,E,9,7650.6,6642.0,626.0699999999999,-40,456,355347
91.02,A,F,5,7527.6,6888.0,717.09,155,672,355347
94.71000000000001,B,F,10,7601.4,6888.0,730.62,59,1195,355347
94.71000000000001,B,E,5,7355.4,7503.0,736.77,-42,574,355347
98.4,A,F,5,7675.2,7011.0,725.7,120,1114,355470
98.4,C,F,5,7847.4,7257.0,722.01,-66,172,355470
81.18,A,G,22,7564.5,6888.0,690.0300000000001,37,1835,355470
87.33,D,E,10,7527.6,7134.0,702.33,-4,1739,355593
87.33,A,F,10,7527.6,6888.0,704.7900000000001,72,1216,355593
87.33,A,E,10,7576.8,6888.0,706.02,88,636,355593
87.33,A,E,10,7712.1,6888.0,702.33,45,760,355593
87.33,C,D,10,7662.9,7503.0,701.1,-52,1077,355593
105.78,A,H,3,7601.4,6765.0,752.76,-81,363,355716
146.37,D,H,41,8007.299999999999,7257.0,814.26,112,323,355716
87.33,D,F,4,7699.8,6765.0,696.1800000000001,24,1316,355839
100.86,D,G,3,7687.5,6888.0,736.77,-76,487,355839
87.33,A,G,9,7564.5,7011.0,704.7900000000001,135,136,355839
92.25,A,F,10,7687.5,7011.0,710.94,-78,966,355839
86.1,D,H,22,7281.6,7380.0,722.01,148,1135,355839
98.4,A,G,3,7687.5,6765.0,724.4699999999999,11,1748,355839
100.86,D,G,5,7798.2,6765.0,738.0,107,720,355839
100.86,B,G,5,7367.7,7257.0,749.0699999999999,113,1385,355839
99.63000000000001,D,E,3,7675.2,7011.0,726.9300000000001,74,1638,355962
87.33,D,G,10,7490.7,6888.0,707.25,152,414,356085
86.1,D,F,4,7601.4,7257.0,696.1800000000001,127,1158,356085
86.1,A,G,9,7638.3,6519.0,702.33,-69,956,356085
91.02,D,G,4,7355.4,7134.0,719.55,123,74,356208
94.71000000000001,D,G,10,7539.9,7380.0,714.63,138,1035,356208
94.71000000000001,D,G,10,7170.9,7749.0,738.0,-53,170,356208
65.19,A,F,22,7576.8,6888.0,637.14,72,349,356208
89.78999999999999,A,E,3,7564.5,6765.0,715.86,152,647,356208
94.71000000000001,A,D,3,7638.3,6888.0,717.09,114,136,356208
94.71000000000001,B,E,5,7490.7,7134.0,730.62,96,223,356208
124.23,D,I,41,7761.3,7011.0,785.9699999999999,-37,408,356208
124.23,A,I,41,7564.5,7011.0,794.58,93,1225,356208
73.8,D,D,9,7453.8,7011.0,674.0400000000001,115,1324,356331
66.42,A,D,9,7552.2,6396.0,651.9,-9,951,356331
88.56,A,E,5,7687.5,6765.0,699.87,7,711,356331
88.56,C,F,4,7306.2,7503.0,715.86,18,506,356331
137.76000000000002,B,J,3,7453.8,7257.0,821.64,34,864,356454
94.71000000000001,A,D,5,7699.8,7011.0,728.16,146,1403,356454
120.53999999999999,C,H,3,7121.7,6888.0,800.73,-18,996,356454
97.17,A,G,5,7662.9,7011.0,725.7,142,1709,356454
97.17,A,G,5,7662.9,7011.0,725.7,-48,743,356454
97.17,A,G,5,7662.9,7011.0,725.7,-90,1820,356454
97.17,A,G,5,7662.9,7011.0,725.7,26,1499,356454
86.1,C,G,22,7367.7,7503.0,707.25,56,350,356577
88.56,B,D,4,7712.1,7134.0,698.64,-70,1686,356700
98.4,B,F,5,7712.1,7134.0,726.9300000000001,10,506,356823
99.63000000000001,A,E,3,7749.0,6888.0,731.85,8,758,356823
99.63000000000001,B,E,3,7687.5,7257.0,734.31,117,212,356823
89.78999999999999,A,E,10,7552.2,6765.0,715.86,108,470,356946
92.25,A,G,5,7576.8,6765.0,715.86,111,1439,356946
87.33,D,E,10,7945.799999999999,7257.0,691.26,-43,1286,356946
87.33,B,E,10,7330.8,7380.0,719.55,-7,1724,356946
92.25,B,D,5,7724.4,7380.0,710.94,-33,490,357069
88.56,A,D,5,7613.7,6765.0,710.94,35,870,357069
88.56,B,D,5,7552.2,7257.0,712.17,-42,175,357069
88.56,B,E,10,7515.3,7257.0,713.4,58,1849,357069
97.17,D,F,5,7749.0,6642.0,726.9300000000001,73,1655,357192
86.1,D,E,4,7183.2,7257.0,717.09,48,651,357192
86.1,D,G,9,7785.9,7257.0,687.5699999999999,55,769,357315
105.78,D,I,4,7527.6,7134.0,750.3,79,609,357315
65.19,A,D,22,7687.5,6642.0,634.6800000000001,-16,759,357315
111.93,D,J,5,7810.5,7134.0,758.91,-64,150,357315
111.93,B,J,5,7724.4,7257.0,761.37,129,1212,357315
91.02,D,D,10,7675.2,7011.0,706.02,-11,593,357438
91.02,C,E,5,7724.4,7503.0,706.02,-15,168,357438
86.1,A,F,10,7662.9,6519.0,699.87,-76,782,357561
97.17,A,G,5,7416.9,7380.0,735.5400000000001,98,804,357561
88.56,A,E,5,7699.8,6888.0,701.1,154,1122,357561
40.59,A,G,3,7736.7,6765.0,548.58,-18,1734,68511
47.97,A,H,3,7564.5,7011.0,573.1800000000001,81,425,68634
39.36,A,D,5,7539.9,6765.0,542.4300000000001,-11,1324,68634
