area,rooms,floor,elev,parking,type,price
257,12,6,0,2,2,3470000
205,9,2,0,1,2,2856000
105,4,1,1,1,2,1972000
193,9,9,0,0,1,1948000
86,3,1,0,1,1,1174000
104,4,9,0,1,1,1142000
155,7,8,1,0,1,1882000
128,5,4,0,1,1,1359000
128,5,12,0,1,2,2024000
140,6,6,0,0,1,1314000
156,7,2,0,0,1,1663000
66,2,11,1,2,2,1749000
238,11,2,0,1,2,3278000
219,10,10,1,0,3,4323000
57,2,6,1,0,1,919000
203,9,1,1,2,1,2375000
248,11,1,0,0,1,2560000
191,9,7,0,0,2,2550000
129,5,11,1,2,2,2371000
118,5,12,0,0,1,1135000
255,12,11,0,0,1,2642000
183,8,10,0,2,3,3741000
118,5,11,1,2,3,3435000
74,3,9,1,2,3,3019000
178,8,5,1,2,1,2206000
44,1,3,0,2,2,1350000
235,11,8,1,1,3,4503000
232,11,11,0,0,3,4218000
138,6,4,1,2,1,1855000
155,7,7,1,0,3,3580000
95,4,12,1,0,2,1897000
198,9,1,0,0,3,3851000
48,1,7,1,0,1,687000
202,9,6,0,1,1,2132000
226,10,10,1,2,1,2762000
79,3,4,0,0,1,754000
90,4,1,1,0,2,1859000
152,7,6,1,0,1,1874000
65,2,12,1,1,1,1064000
245,11,9,1,0,1,2717000
124,5,11,0,0,3,2982000
187,8,5,0,1,3,3762000
259,12,4,1,2,2,3634000
73,3,10,0,0,3,2609000
167,7,10,1,1,3,3857000
198,9,4,0,1,1,2134000
177,8,2,0,0,2,2612000
43,1,10,1,0,3,2516000
75,3,12,0,1,3,2731000
40,1,7,0,2,3,2356000
154,7,3,0,2,1,1850000
57,2,2,1,1,3,2703000
78,3,9,0,1,1,977000
230,11,4,1,1,2,3327000
216,10,3,0,0,1,2291000
249,11,9,1,1,1,2848000
188,8,10,0,2,1,2032000
166,7,4,0,0,3,3465000
153,7,2,0,0,2,2339000
186,8,10,0,0,1,1820000
200,9,10,0,0,1,1951000
154,7,11,1,0,3,3635000
229,10,5,1,0,3,4327000
80,3,5,1,0,3,2881000
144,6,4,1,0,3,3436000
96,4,6,0,2,1,1296000
76,3,11,1,1,1,1211000
182,8,6,0,2,2,2552000
247,11,10,1,0,1,2685000
65,2,4,1,1,3,2797000
119,5,12,0,0,2,1954000
149,6,3,1,1,3,3598000
151,7,9,1,2,3,3839000
65,2,7,1,1,2,1589000
198,9,2,1,2,3,4143000
139,6,10,0,2,2,2207000
123,5,3,1,2,1,1598000
225,10,2,0,0,1,2367000
196,9,11,1,0,1,2276000
71,3,8,0,0,1,819000
227,10,10,1,1,2,3243000
69,2,8,1,1,1,1059000
43,1,1,0,2,2,1406000
164,7,2,1,1,1,2054000
76,3,8,1,2,1,1277000
208,9,4,0,2,3,4163000
73,3,1,1,2,3,3050000
141,6,1,0,0,2,2186000
140,6,11,0,1,2,2030000
254,12,6,1,0,1,2886000
173,8,7,0,1,3,3627000
165,7,11,1,2,3,3880000
249,11,8,0,0,3,4283000
151,7,2,0,0,2,2283000
94,4,1,0,2,1,1383000
47,1,7,0,0,3,2230000
249,11,10,0,2,1,2720000
252,12,12,1,2,1,2959000
50,2,10,1,1,1,944000
257,12,2,1,2,1,2990000
159,7,7,1,2,2,2668000
53,2,9,0,1,3,2486000
86,3,10,1,0,1,1064000
77,3,6,1,1,3,2933000
107,4,11,0,0,1,1050000
125,5,4,0,2,1,1400000
220,10,1,0,1,1,2507000
216,10,12,1,2,1,2675000
168,7,10,1,1,2,2730000
173,8,12,1,0,1,2034000
219,10,2,0,1,3,4254000
81,3,2,0,1,2,1571000
194,9,11,1,0,3,4100000
240,11,6,1,2,3,4645000
139,6,7,1,1,3,3513000
162,7,6,0,0,3,3364000
104,4,10,0,0,3,2824000
234,11,8,1,2,1,2821000
165,7,12,1,1,2,2582000
117,5,5,0,0,3,2978000
209,9,8,0,2,1,2302000
200,9,4,0,2,1,2235000
53,2,8,0,1,1,618000
203,9,4,0,0,3,3756000
75,3,9,1,1,1,1183000
164,7,2,0,2,1,1884000
134,6,4,0,1,1,1485000
198,9,3,0,1,3,4042000
230,11,10,0,1,2,3071000
233,11,8,1,0,2,3208000
148,6,3,0,0,2,2096000
131,6,4,0,2,1,1609000
176,8,1,0,1,3,3787000
247,11,1,0,1,2,3255000
208,9,7,1,0,2,2891000
225,10,12,1,2,1,2751000
171,8,3,1,2,2,2761000
62,2,10,0,1,3,2445000
124,5,1,1,0,3,3238000
166,7,5,0,1,1,1718000
253,12,1,0,2,3,4698000
94,4,9,1,2,2,2116000
150,7,8,1,1,3,3705000
213,10,7,1,0,2,2962000
216,10,5,0,0,2,2744000
56,2,9,0,1,3,2562000
119,5,7,1,2,2,2194000
157,7,8,0,2,2,2389000
196,9,12,0,2,1,2201000
157,7,1,1,1,2,2465000
105,4,12,1,2,2,2101000
45,1,1,1,1,2,1304000
97,4,10,1,0,3,3028000
53,2,4,0,1,3,2454000
166,7,2,0,2,1,1919000
224,10,2,0,0,2,2912000
130,6,11,1,1,1,1816000
59,2,3,0,0,2,1289000
136,6,11,0,2,1,1632000
109,4,5,0,1,3,2939000
71,3,1,1,0,2,1571000
63,2,12,1,2,1,978000
142,6,2,0,0,1,1503000
178,8,9,1,0,2,2671000
131,6,10,1,2,2,2416000
168,7,1,1,2,2,2678000
259,12,11,0,2,2,3442000
152,7,3,1,2,1,2075000
42,1,5,1,2,3,2726000
167,7,4,1,0,1,1915000
163,7,9,1,2,2,2681000
221,10,5,1,0,1,2557000
96,4,2,0,0,1,1136000
248,11,10,0,2,2,3224000
76,3,4,0,0,3,2570000
141,6,9,0,1,2,2156000
131,6,4,0,0,1,1301000
106,4,2,0,0,3,2954000
216,10,5,1,0,1,2380000
89,3,10,0,0,1,826000
111,5,8,1,0,1,1405000
121,5,7,1,0,1,1492000
155,7,5,1,1,3,3731000
57,2,12,1,1,3,2681000
50,2,10,1,2,2,1603000
243,11,11,1,1,1,2773000
55,2,10,0,0,2,1177000
227,10,4,1,0,2,3130000
185,8,7,0,1,3,3738000
66,2,1,1,2,1,1097000
59,2,4,0,0,1,625000
53,2,5,0,0,1,622000
182,8,2,1,0,3,3812000
140,6,10,1,2,2,2528000
119,5,12,1,2,1,1690000
162,7,8,0,2,2,2301000
108,4,2,0,1,2,1926000
96,4,5,1,1,3,3141000
203,9,2,1,2,1,2532000
99,4,1,1,0,1,1215000
63,2,6,0,0,1,591000
260,12,9,0,2,1,2760000
248,11,4,0,0,3,4177000
216,10,12,0,0,3,4080000
242,11,7,1,0,1,2736000
193,9,8,0,2,1,2143000
225,10,10,0,2,2,3055000
112,5,6,1,2,3,3357000
131,6,4,1,1,1,1672000
205,9,5,0,1,3,3877000
146,6,3,0,1,3,3442000
142,6,8,1,2,1,1815000
253,12,2,1,2,2,3593000
203,9,11,0,1,1,2174000
141,6,2,0,1,3,3374000
251,12,9,0,2,3,4519000
84,3,8,1,1,2,1742000
78,3,2,1,1,1,1056000
176,8,5,0,0,2,2460000
175,8,3,0,1,1,2035000
71,3,5,1,0,2,1605000
211,10,8,1,0,3,4142000
112,5,2,1,1,2,2148000
122,5,3,1,0,2,2104000
182,8,5,0,1,2,2537000
258,12,6,0,1,1,2789000
133,6,10,1,0,2,2244000
242,11,2,1,0,3,4438000
237,11,10,0,0,1,2352000
183,8,6,0,2,3,3705000
223,10,4,1,1,3,4331000
55,2,4,0,1,3,2484000
251,12,9,1,1,2,3577000
202,9,4,0,0,3,3757000
250,12,9,1,0,3,4615000
79,3,11,0,1,1,983000
248,11,3,0,0,2,3190000
81,3,1,1,0,3,2838000
168,7,3,0,1,3,3679000
200,9,12,1,0,3,4018000
108,4,5,1,1,2,2039000
102,4,8,1,2,2,2046000
251,12,3,1,1,3,4675000
215,10,3,1,2,3,4436000
198,9,2,0,1,1,2275000
97,4,3,1,0,1,1305000
92,4,7,1,1,1,1366000
116,5,11,1,2,1,1626000
85,3,9,1,0,2,1714000
79,3,11,0,0,2,1442000
227,10,12,0,1,1,2310000
221,10,7,1,1,1,2624000
130,6,2,1,2,1,1730000
110,5,8,0,2,3,3161000
176,8,6,1,0,3,3901000
102,4,9,0,0,3,2851000
259,12,9,1,2,2,3747000
253,12,11,0,1,1,2650000
129,5,5,1,1,3,3378000
98,4,11,0,1,3,2928000
55,2,7,0,1,1,653000
117,5,4,1,2,2,2223000
156,7,9,0,1,3,3523000
138,6,6,1,1,2,2356000
201,9,9,1,2,3,4273000
243,11,3,0,1,3,4518000
186,8,2,0,2,3,3968000
76,3,2,0,1,3,2796000
195,9,3,1,0,3,4038000
93,4,5,0,2,1,1315000
186,8,3,0,2,2,2822000
95,4,7,1,1,3,3124000
259,12,7,1,1,1,3019000
68,2,12,1,0,3,2716000
44,1,7,1,2,2,1549000
170,8,7,1,1,3,3940000
77,3,10,1,0,2,1639000
209,9,11,1,2,3,4379000
201,9,8,0,2,2,2900000
97,4,4,1,2,1,1399000
111,5,12,0,2,3,3128000
94,4,12,1,1,3,3203000
68,2,1,1,0,3,2744000
115,5,4,1,1,1,1546000
222,10,4,0,0,1,2272000
209,9,1,1,0,2,2923000
209,9,2,1,0,2,2908000
135,6,5,1,0,3,3427000
47,1,10,0,1,3,2359000
237,11,8,1,0,3,4487000
64,2,3,0,2,2,1604000
223,10,7,1,1,1,2606000
139,6,8,1,2,1,1811000
92,4,2,1,2,2,1939000
47,1,4,1,2,1,826000
132,6,11,0,0,1,1452000
198,9,7,0,1,1,2094000
162,7,4,0,1,3,3495000
198,9,6,0,1,2,2756000
87,3,6,1,1,2,1733000
66,2,6,0,0,3,2459000
199,9,3,1,2,3,4214000
166,7,12,0,2,2,2449000
86,3,2,1,0,3,2868000
165,7,6,0,2,3,3728000
54,2,7,1,1,2,1496000
228,10,11,0,2,2,3146000
152,7,9,1,0,1,1867000
91,4,11,1,2,1,1433000
209,9,9,0,2,1,2331000
69,2,6,0,0,1,689000
129,5,1,0,1,3,3290000
249,11,10,0,1,2,3225000
122,5,2,0,0,3,3048000
92,4,2,0,0,2,1789000
58,2,5,1,2,1,1108000
59,2,9,0,2,3,2600000
47,1,3,0,1,2,1247000
76,3,9,1,0,3,2766000
104,4,1,1,2,3,3248000
122,5,3,0,2,3,3390000
241,11,1,0,0,1,2559000
46,1,4,1,2,2,1473000
240,11,9,1,1,2,3317000
204,9,5,0,0,3,3895000
98,4,9,0,0,3,2906000
236,11,5,1,0,1,2620000
108,4,12,1,2,3,3413000
213,10,1,0,2,2,3045000
251,12,11,1,2,1,3131000
143,6,7,1,0,1,1616000
229,10,4,0,0,1,2249000
181,8,10,1,1,1,2150000
148,6,5,1,0,2,2218000
86,3,4,1,1,1,1165000
102,4,10,0,1,1,1102000
88,3,9,0,2,1,1099000
76,3,3,1,1,3,2928000
182,8,3,1,1,1,2177000
152,7,9,1,1,2,2601000
109,4,4,1,2,3,3265000
255,12,8,1,1,1,2933000
185,8,9,0,0,1,1928000
153,7,12,1,0,2,2528000
113,5,8,0,2,3,3226000
198,9,11,0,1,1,2079000
211,10,1,0,1,3,4208000
233,11,5,1,1,2,3380000
202,9,12,1,2,1,2445000
78,3,6,1,0,3,2890000
205,9,6,1,0,1,2312000
149,6,12,0,2,2,2296000
84,3,9,1,2,2,1847000
63,2,3,1,2,2,1778000
240,11,2,1,0,2,3281000
88,3,12,1,1,1,1159000
179,8,6,0,2,3,3784000
49,1,4,0,2,3,2480000
63,2,2,1,2,2,1609000
228,10,8,1,0,3,4300000
127,5,5,0,1,1,1236000
55,2,8,0,1,2,1356000
257,12,11,1,2,1,3105000
257,12,7,1,2,3,4911000
223,10,5,0,0,3,4108000
99,4,5,1,2,2,2078000
243,11,1,0,2,2,3315000
84,3,1,1,0,1,1096000
88,3,9,1,1,1,1214000
183,8,8,0,1,1,2038000
84,3,12,0,2,1,1102000
215,10,5,1,1,2,3072000
42,1,5,1,1,2,1401000
168,7,8,1,0,3,3677000
140,6,9,0,1,2,2160000
109,4,1,1,1,3,3281000
242,11,2,1,0,1,2690000
205,9,3,1,1,3,4196000
187,8,8,0,0,3,3584000
41,1,6,1,0,2,1347000
62,2,1,0,2,2,1536000
125,5,6,1,2,3,3552000
108,4,7,1,1,1,1349000
187,8,10,0,1,1,1894000
137,6,5,0,1,1,1425000
124,5,1,1,2,2,2231000
179,8,5,0,0,3,3637000
212,10,4,1,2,1,2561000
161,7,4,0,1,1,1771000
240,11,1,0,1,3,4435000
231,11,6,0,1,1,2551000
79,3,10,1,1,1,1139000
89,3,4,0,1,3,2813000
81,3,6,1,1,3,2984000
60,2,10,0,0,3,2435000
219,10,9,0,1,1,2261000
187,8,7,0,2,2,2697000
250,12,8,0,0,3,4384000
225,10,12,0,0,1,2317000
187,8,6,0,2,3,3851000
171,8,12,0,0,1,1880000
93,4,8,0,1,1,1120000
227,10,2,1,0,1,2505000
195,9,3,1,1,2,2809000
90,4,8,1,0,1,1227000
41,1,2,1,1,2,1315000
120,5,11,0,0,3,3052000
170,8,6,1,1,2,2747000
130,6,5,1,0,2,2307000
110,5,4,0,0,1,1123000
207,9,2,1,0,1,2311000
233,11,8,0,1,2,3036000
44,1,5,0,0,2,1111000
109,4,7,0,2,2,1906000
194,9,2,1,1,1,2259000
198,9,11,1,0,1,2343000
85,3,3,0,0,3,2681000
112,5,2,0,2,3,3375000
102,4,9,0,1,1,1110000
135,6,11,0,2,1,1629000
150,7,10,1,1,2,2465000
46,1,1,0,1,3,2473000
183,8,2,1,0,1,2135000
115,5,2,1,1,2,2152000
224,10,9,1,0,1,2494000
125,5,9,1,0,3,3336000
44,1,2,0,2,1,754000
223,10,1,0,1,2,2997000
122,5,12,0,2,2,2050000
126,5,6,1,0,1,1529000
246,11,3,1,2,3,4792000
118,5,2,1,2,2,2245000
181,8,2,1,2,2,2798000
82,3,10,0,1,1,1027000
138,6,11,0,2,2,2208000
194,9,12,0,2,2,2838000
76,3,7,0,1,3,2636000
116,5,6,0,2,1,1343000
181,8,7,1,1,3,4000000
125,5,4,0,1,2,1900000
106,4,1,1,2,2,2084000
68,2,7,1,1,1,1034000
68,2,1,0,1,3,2639000
186,8,8,0,1,1,1902000
92,4,3,0,2,1,1279000
151,7,6,0,0,1,1605000
129,5,9,1,0,2,2085000
184,8,11,0,2,3,3804000
162,7,1,1,2,3,3797000
224,10,1,1,2,1,2649000
59,2,9,0,0,2,1221000
72,3,9,1,2,3,3040000
171,8,5,0,1,1,1828000
59,2,4,1,1,3,2770000
256,12,12,0,2,2,3393000
183,8,3,0,2,2,2663000
246,11,7,1,1,3,4613000
142,6,11,1,0,2,2307000
121,5,9,1,1,2,2273000
182,8,11,0,2,1,1983000
121,5,1,0,1,1,1408000
107,4,1,0,1,1,1357000
133,6,9,1,2,3,3621000
212,10,12,0,1,1,2291000
111,5,7,0,0,1,1205000
257,12,8,1,2,2,3548000
212,10,3,1,2,2,3235000
54,2,5,0,2,3,2513000
67,2,6,0,1,2,1379000
148,6,1,1,0,2,2227000
133,6,9,1,2,1,1796000
70,3,1,0,1,1,954000
161,7,9,0,1,1,1791000
124,5,5,1,1,2,2150000
224,10,8,0,0,2,2873000
44,1,9,0,2,1,576000
182,8,8,1,1,3,4053000
184,8,7,1,0,1,2188000
66,2,9,1,2,2,1746000
155,7,3,0,1,1,1870000
125,5,10,0,2,3,3159000
166,7,4,1,2,3,3803000
239,11,1,1,2,3,4660000
111,5,2,0,2,2,2094000
76,3,6,0,1,3,2687000
160,7,9,0,0,3,3448000
234,11,11,0,1,2,3054000
124,5,12,1,1,3,3397000
153,7,11,1,2,2,2745000
136,6,11,1,1,1,1822000
168,7,7,1,1,2,2600000
258,12,5,0,0,1,2535000
69,2,7,0,2,1,742000
256,12,11,0,1,2,3276000
223,10,10,1,1,3,4413000
253,12,5,1,2,3,4799000
114,5,5,0,2,1,1289000
140,6,12,1,1,3,3599000
80,3,6,1,0,1,1028000
85,3,5,1,2,3,3068000
96,4,6,0,1,2,1713000
130,6,10,1,1,2,2293000
198,9,7,1,2,3,4204000
133,6,8,0,1,3,3327000
57,2,3,0,1,1,827000
84,3,3,1,0,3,2919000
158,7,7,1,2,1,2104000
207,9,8,1,2,3,4243000
48,1,6,0,2,1,649000
219,10,7,0,2,1,2372000
86,3,7,1,2,1,1366000
174,8,1,0,0,2,2491000
210,10,1,0,2,3,4177000
121,5,9,1,2,1,1746000
161,7,11,0,1,3,3526000
111,5,11,1,1,3,3355000
94,4,7,1,0,3,3137000
147,6,8,0,1,3,3423000
108,4,9,1,0,1,1332000
255,12,3,0,1,3,4514000
167,7,6,0,1,2,2378000
102,4,9,0,0,2,1705000
239,11,7,0,2,3,4398000
150,7,7,1,0,2,2359000
179,8,11,1,2,1,2371000
116,5,6,1,1,3,3243000
225,10,12,0,2,1,2507000
91,4,1,0,2,2,1856000
215,10,11,1,0,1,2476000
72,3,3,1,1,2,1778000
87,3,9,1,0,3,2936000
230,11,7,1,1,1,2697000
192,9,6,0,1,2,2692000
152,7,4,1,1,3,3727000
109,4,6,1,0,2,1952000
191,9,12,1,2,3,4260000
108,4,7,1,0,2,1976000
111,5,11,1,0,2,2040000
91,4,3,1,0,1,1211000
86,3,3,0,0,3,2829000
257,12,10,0,1,3,4552000
209,9,3,0,2,3,4306000
224,10,3,0,2,1,2636000
129,5,2,1,0,1,1468000
131,6,2,0,1,1,1636000
123,5,4,1,1,2,2163000
173,8,1,0,1,1,2005000
111,5,6,1,0,1,1439000
164,7,4,1,0,1,1793000
110,5,7,1,1,1,1417000
257,12,8,0,2,3,4468000
146,6,12,0,2,1,1657000
106,4,11,1,1,3,3167000
249,11,1,0,2,1,2838000
113,5,9,0,1,3,3166000
180,8,6,0,1,1,1894000
173,8,10,1,0,2,2630000
70,3,5,0,1,3,2708000
257,12,9,0,0,1,2707000
143,6,12,0,2,1,1722000
190,9,10,1,1,2,2924000
64,2,9,1,2,3,2932000
147,6,2,0,2,2,2400000
82,3,6,0,1,3,2705000
43,1,3,1,0,1,575000
194,9,3,1,2,3,4178000
120,5,10,1,1,3,3309000
227,10,8,1,2,2,3219000
142,6,5,1,2,1,1837000
87,3,2,1,2,2,1890000
205,9,7,1,1,1,2316000
211,10,2,1,1,1,2502000
62,2,7,0,0,2,1219000
77,3,6,0,0,1,741000
190,9,12,1,2,1,2557000
147,6,12,0,1,1,1458000
80,3,7,1,2,2,1895000
145,6,3,0,1,1,1666000
117,5,4,1,0,3,3177000
237,11,6,1,1,3,4588000
194,9,5,0,0,1,2062000
131,6,11,1,0,2,2249000
97,4,9,0,2,1,1260000
112,5,2,1,0,3,3303000
43,1,6,1,2,2,1382000
135,6,4,0,0,1,1351000
154,7,1,0,0,1,1678000
160,7,7,0,2,3,3601000
229,10,4,0,0,1,2230000
178,8,12,1,1,2,2828000
233,11,11,1,2,2,3412000
74,3,10,0,2,3,2791000
83,3,7,1,0,1,980000
93,4,7,0,1,2,1695000
97,4,12,0,1,3,2916000
99,4,4,1,0,1,1317000
114,5,5,1,0,2,2021000
98,4,5,1,2,2,1985000
251,12,6,0,0,3,4435000
198,9,10,0,1,2,2746000
206,9,9,1,1,2,3096000
148,6,3,0,1,1,1685000
61,2,10,0,1,1,722000
195,9,3,1,1,3,4102000
223,10,4,1,0,3,4222000
223,10,12,1,2,3,4383000
258,12,4,1,1,1,2941000
155,7,6,0,2,1,1768000
72,3,2,1,1,3,2925000
259,12,8,1,2,3,4922000
225,10,3,0,1,3,4185000
55,2,2,1,2,3,2894000
100,4,9,1,1,3,3111000
112,5,4,0,1,3,3023000
166,7,10,1,0,1,1982000
162,7,11,1,2,3,3886000
118,5,12,0,0,2,1923000
234,11,7,1,1,2,3414000
244,11,4,1,1,3,4522000
240,11,3,1,1,3,4565000
183,8,4,0,2,1,1990000
179,8,6,1,0,3,3781000
187,8,9,0,0,3,3659000
91,4,1,0,1,3,3024000
234,11,11,1,1,2,3347000
256,12,7,0,0,1,2566000
61,2,11,0,2,3,2666000
168,7,8,0,0,2,2143000
159,7,2,1,0,2,2435000
48,1,8,1,0,1,657000
92,4,7,1,2,3,3245000
244,11,2,1,2,1,2889000
66,2,9,1,2,2,1659000
111,5,3,1,2,2,2298000
184,8,12,0,1,1,1919000
223,10,5,0,2,3,4271000
86,3,3,1,0,1,1035000
183,8,10,1,1,2,2874000
93,4,10,0,1,3,2852000
85,3,2,1,0,2,1727000
220,10,4,0,2,1,2474000
137,6,6,0,1,1,1481000
160,7,6,1,0,3,3677000
172,8,3,0,2,2,2749000
173,8,10,0,0,2,2401000
210,10,10,1,0,2,3068000
174,8,1,1,0,2,2629000
133,6,12,0,2,3,3385000
229,10,8,1,2,3,4456000
107,4,1,1,1,3,3268000
152,7,6,0,2,1,1803000
96,4,10,1,2,2,2022000
209,9,4,0,0,2,2652000
247,11,10,0,2,2,3311000
255,12,9,1,2,3,4812000
104,4,2,0,0,1,1201000
181,8,3,1,2,3,4136000
248,11,7,1,0,2,3344000
153,7,1,1,2,1,2028000
231,11,11,1,0,3,4471000
239,11,6,0,2,3,4465000
249,11,8,0,1,2,3174000
50,2,11,0,0,3,2274000
237,11,5,1,2,3,4639000
110,5,10,0,0,3,2974000
150,7,2,1,1,3,3733000
65,2,10,1,0,1,962000
227,10,3,0,2,2,3204000
214,10,4,1,0,3,4177000
187,8,2,0,1,3,3967000
238,11,11,0,0,3,4221000
188,8,9,0,0,1,1869000
140,6,2,1,2,2,2469000
124,5,1,0,2,3,3298000
92,4,6,1,0,3,3005000
214,10,2,1,2,1,2587000
221,10,11,0,0,1,2174000
109,4,7,0,2,3,3112000
184,8,2,0,0,1,1969000
251,12,9,0,1,3,4532000
93,4,5,1,0,2,1868000
112,5,5,0,0,1,1136000
69,2,6,0,1,1,860000
137,6,2,1,1,2,2351000
221,10,11,1,0,3,4365000
208,9,8,0,2,1,2146000
142,6,7,1,2,1,1855000
256,12,1,0,2,1,2967000
202,9,7,0,0,2,2767000
248,11,7,0,0,2,3037000
160,7,7,1,0,2,2473000
158,7,8,1,2,2,2648000
168,7,12,0,2,1,1879000
165,7,3,0,2,1,2040000
139,6,11,0,1,3,3458000
67,2,8,1,0,2,1494000
62,2,11,1,2,1,1012000
251,12,9,0,0,3,4416000
73,3,5,0,0,2,1418000
79,3,12,0,2,1,1048000
112,5,7,1,1,3,3391000
138,6,12,1,2,3,3644000
164,7,2,0,1,2,2410000
118,5,6,0,1,3,3140000
215,10,12,0,0,2,2787000
214,10,10,0,1,2,2858000
141,6,10,0,2,3,3397000
117,5,7,0,0,3,2952000
131,6,8,1,2,3,3669000
77,3,12,1,2,1,1327000
241,11,10,0,1,3,4293000
235,11,1,0,0,1,2454000
146,6,5,1,2,1,1843000
103,4,5,0,0,3,2866000
152,7,8,1,1,2,2512000
156,7,5,1,1,3,3642000
108,4,9,0,2,1,1319000
247,11,7,0,2,2,3189000
68,2,3,0,1,3,2658000
145,6,4,0,2,1,1538000
102,4,7,1,2,2,2059000
116,5,3,0,0,1,1353000
249,11,6,1,2,3,4766000
145,6,2,1,0,2,2244000
127,5,10,0,0,3,3044000
202,9,3,0,1,2,2925000
46,1,11,1,1,1,886000
216,10,4,1,1,1,2506000
223,10,2,0,1,2,3054000
193,9,6,1,2,3,4203000
190,9,9,1,1,1,2366000
243,11,4,0,2,1,2653000
42,1,6,0,1,3,2368000
101,4,10,0,1,2,1769000
150,7,6,1,0,3,3678000
223,10,12,1,1,3,4482000
147,6,3,1,2,2,2458000
245,11,8,0,2,3,4484000
93,4,9,1,0,3,3006000
217,10,1,1,1,3,4350000
115,5,7,0,2,2,1949000
232,11,8,0,0,3,4178000
122,5,11,0,0,1,1225000
139,6,1,0,0,1,1518000
188,8,4,0,1,1,1957000
183,8,10,0,1,2,2527000
111,5,3,1,1,3,3244000
159,7,10,1,2,1,2002000
170,8,1,0,1,1,1927000
191,9,8,1,1,2,2963000
168,7,4,1,2,1,2073000
70,3,8,0,2,3,2793000
246,11,5,0,1,1,2463000
71,3,1,1,1,3,2851000
68,2,12,0,1,3,2584000
102,4,10,1,0,2,1925000
47,1,1,1,1,2,1406000
223,10,2,1,0,3,4250000
103,4,7,1,0,3,3106000
110,5,6,1,0,1,1499000
116,5,12,0,1,3,3127000
155,7,5,1,1,1,1949000
136,6,1,0,2,3,3520000
45,1,1,1,0,1,610000
215,10,8,0,2,3,4205000
134,6,2,1,0,1,1583000
246,11,1,1,0,1,2699000
72,3,5,1,2,2,1768000
155,7,3,0,1,1,1927000
48,1,11,0,0,1,510000
91,4,2,1,1,1,1242000
79,3,12,0,2,3,2783000
74,3,9,0,1,3,2606000
109,4,3,1,2,2,2159000
238,11,4,0,0,3,4249000
213,10,11,0,0,2,2909000
142,6,11,1,0,3,3499000
81,3,2,0,0,1,969000
54,2,9,0,0,2,1185000
162,7,12,0,0,1,1665000
190,9,1,1,0,3,4052000
134,6,7,0,1,3,3267000
109,4,7,0,1,3,3061000
185,8,5,1,1,1,2104000
87,3,3,0,1,1,1092000
151,7,12,0,1,3,3418000
69,2,7,0,1,1,705000
161,7,10,1,0,2,2457000
162,7,4,0,2,2,2435000
260,12,12,1,1,2,3627000
85,3,4,0,0,2,1369000
68,2,5,1,2,2,1781000
98,4,4,1,2,1,1363000
220,10,4,0,2,2,3006000
94,4,10,1,2,2,2029000
183,8,9,1,0,2,2717000
42,1,6,0,0,3,2219000
109,4,10,1,2,3,3340000
74,3,12,0,1,1,839000
88,3,8,1,0,1,1061000
87,3,2,0,1,1,1005000
124,5,2,0,1,3,3279000
173,8,9,1,2,2,2911000
69,2,10,0,2,3,2736000
40,1,6,0,1,2,1145000
115,5,3,0,2,3,3281000
260,12,6,1,2,3,4735000
116,5,3,0,0,3,3103000
198,9,8,1,1,2,3001000
231,11,7,1,2,3,4637000
236,11,12,1,0,2,3275000
169,7,10,1,0,2,2477000
239,11,2,0,2,2,3308000
191,9,1,0,2,3,4075000
260,12,8,1,1,3,4711000
227,10,4,1,0,1,2485000
86,3,10,0,0,1,856000
166,7,2,0,0,1,1735000
91,4,5,1,1,3,3170000
136,6,8,1,2,2,2420000
165,7,12,1,2,1,2119000
104,4,6,0,1,3,2911000
143,6,8,0,0,2,2091000
153,7,6,1,1,1,1980000
130,6,4,0,1,3,3256000
183,8,7,0,2,2,2594000
105,4,8,0,2,1,1204000
112,5,5,0,0,1,1177000
136,6,12,1,1,2,2435000
214,10,8,0,1,2,2859000
208,9,12,0,0,3,3908000
231,11,8,0,2,3,4279000
180,8,6,1,1,1,2185000
151,7,3,0,0,3,3520000
254,12,2,0,2,2,3499000
236,11,10,0,2,1,2659000
47,1,5,1,0,2,1299000
172,8,2,0,2,1,2164000
206,9,7,1,0,1,2331000
237,11,1,1,1,3,4499000
53,2,1,0,1,3,2559000
126,5,3,1,0,3,3188000
220,10,10,1,0,3,4288000
106,4,6,1,0,2,1852000
144,6,7,0,1,3,3283000
217,10,6,1,1,2,3199000
221,10,5,1,0,3,4315000
156,7,6,0,0,3,3317000
184,8,12,0,1,3,3814000
238,11,8,1,0,2,3305000
168,7,10,0,0,2,2305000
191,9,8,0,0,3,3834000
112,5,6,1,0,2,2046000
57,2,5,1,0,2,1421000
107,4,5,0,0,1,960000
229,10,3,1,2,3,4439000
118,5,3,1,2,1,1583000
259,12,3,0,2,3,4759000
67,2,8,1,2,3,2946000
208,9,1,0,2,1,2391000
137,6,5,1,1,1,1808000
150,7,2,0,0,3,3458000
226,10,10,1,1,3,4376000
233,11,4,0,2,1,2563000
194,9,9,1,2,3,4153000
82,3,6,1,2,3,3062000
71,3,3,0,2,1,1104000
157,7,12,1,1,1,2028000
196,9,8,0,1,1,2065000
81,3,3,0,2,3,2904000
131,6,3,1,2,3,3664000
157,7,12,1,1,3,3792000
251,12,1,1,1,2,3519000
143,6,8,1,1,1,1767000
70,3,4,0,1,3,2690000
125,5,10,0,1,2,1989000
